rarity	form-count	obtain	involve	max-base-level	max-plus-level	egg-1	egg-2	true-form	ultra-form	talents	version	orb-count	xp-curve	involve-description	ultra-involve-description	level-curve	obtain-stage	trueform-stage
1	3	通過「韓国版☆特別ステージ - 極限踢技！」中可獲得	於開眼活動關卡Lv20可進化	50	0								700|1300|2200|3400|4900|6700|8800|11200|13900|16900			0	1|37|0|開眼のにゃんこバーガー襲来！ - 極限踢技！	
1	2	可利用外部特典獲得	尚未開放	50	0								1300|2500|4000|6000|8500|11500|15000|19000|23500|28500			0	1|147|0|謎のプレゼント - 147_その１	
1	2	可利用外部特典獲得	尚未開放	50	0								1300|2500|4000|6000|8500|11500|15000|19000|23500|28500			0		
1	2	可利用外部特典獲得	尚未開放	50	0								1300|2500|4000|6000|8500|11500|15000|19000|23500|28500			0		
4	3	稀有轉蛋活動「超激烈爆彈」中可獲得	使用足夠的XP及貓薄荷可進化	60	70					0|3|10|3|30|0|0|0|0|0|0|63|8|-1|0|8|10|3|30|0|0|0|0|0|0|45|8|-1|0|29|0|0|0|0|0|0|0|0|0|25|9|-1|0|32|10|2|20|0|0|0|0|0|0|27|8|-1|0|31|10|2|20|0|0|0|0|0|0|28|8|-1|0|66|0|0|0|0|0|0|0|0|0|91|10|-1|1|65|10|10|100|1|1|1200|1200|2400|2400|89|12|-1|1|25|10|30|300|0|0|0|0|0|0|31|14|-1|1		2	7800|9800|14800|21800|42500|64300|93200|118000|197400|513500	第3進化後|移動速度大幅上升！同時|體力、攻擊力與射程也獲得提升！		2		
3	3	稀有轉蛋活動中限定激稀有角色	使用足夠的XP及貓薄荷可進化	50	70								6250|8200|12400|17800|24800|42400|64500|93000|148000|298000	第3進化後射程變長！|同時攻擊力也大幅上升，波動|可以發射至更遠處！		2		
2	3	可在稀有轉蛋中獲得	使用足夠的XP及貓薄荷可進化	50	80					0|30|10|16|70|0|0|0|0|0|0|26|2|-1|0|40|0|0|0|0|0|0|0|0|0|40|3|-1|0|32|10|2|20|0|0|0|0|0|0|27|2|-1|0|31|10|2|20|0|0|0|0|0|0|28|2|-1|0|26|10|2|20|0|0|0|0|0|0|32|2|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0		1	5000|8000|12200|17800|24800|33200|43000|54200|66800|80800	第3進化後|體力、攻擊力與射程上升！|同時使黑色敵人動作變慢的時間增長！		3		
2	3	可在稀有轉蛋中獲得	使用足夠的XP及貓薄荷可進化	50	80					0|56|10|3|30|1|1|1600|1600|1200|1200|68|1|-1|0|48|1|0|0|0|0|0|0|0|0|57|3|-1|0|19|10|16|70|0|0|0|0|0|0|19|2|-1|0|32|10|2|20|0|0|0|0|0|0|27|2|-1|0|31|10|2|20|0|0|0|0|0|0|28|2|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0		1	5000|8000|12200|17800|24800|33200|43000|54200|66800|80800	第3進化後|體力與攻擊力大幅上升！|同時也更容易打飛天使敵人！		3		
2	3	可在稀有轉蛋中獲得	使用足夠的XP及貓薄荷可進化	50	80					0|51|10|20|20|23|50|0|0|0|0|60|1|-1|0|47|1|0|0|0|0|0|0|0|0|56|3|-1|0|30|10|16|70|0|0|0|0|0|0|26|2|-1|0|32|10|2|20|0|0|0|0|0|0|27|2|-1|0|31|10|2|20|0|0|0|0|0|0|28|2|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0		1	5000|8000|12200|17800|24800|33200|43000|54200|66800|80800	第3進化後移動速度減慢|但是體力、攻擊力|射程皆會獲得提升！		3		
2	3	可在稀有轉蛋中獲得	使用足夠的XP及貓薄荷可進化	50	80					0|20|10|16|70|0|0|0|0|0|0|20|2|-1|0|21|10|5|50|0|0|0|0|0|0|21|2|-1|0|30|10|16|70|0|0|0|0|0|0|26|2|-1|0|32|10|2|20|0|0|0|0|0|0|27|2|-1|0|31|10|2|20|0|0|0|0|0|0|28|2|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0		1	5000|8000|12200|17800|24800|33200|43000|54200|66800|80800	第3進化後，|體力與攻擊力皆會獲得提升！		3		
2	3	可在稀有轉蛋中獲得	使用足夠的XP及貓薄荷可進化	50	80					0|11|10|5|50|0|0|0|0|0|0|47|2|-1|0|13|0|2|2|0|0|0|0|0|0|52|3|-1|0|22|10|23|50|0|0|0|0|0|0|22|2|-1|0|32|10|2|20|0|0|0|0|0|0|27|2|-1|0|31|10|2|20|0|0|0|0|0|0|28|2|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0		1	5000|8000|12200|17800|24800|33200|43000|54200|66800|80800	第3進化後，體力、移動速度|射程皆會獲得提升！|更取得了範圍攻擊！		3		
3	3	可在稀有轉蛋中獲得	使用足夠的XP及貓薄荷可進化	50	70					0|2|10|0|0|24|60|0|0|0|0|43|5|-1|0|21|10|23|50|0|0|0|0|0|0|21|5|-1|0|32|10|2|20|0|0|0|0|0|0|27|5|-1|0|31|10|2|20|0|0|0|0|0|0|28|5|-1|0|27|10|1|10|0|0|0|0|0|0|29|5|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0		1	6250|8200|12400|17800|24800|42400|64500|93000|148000|298000	第3進化後射程變長！|同時再生產時的時間也會縮短|使天使敵人動作停止的時間也會增長		2		
3	3	可在稀有轉蛋中獲得	使用足夠的XP及貓薄荷可進化	50	70					0|3|10|50|50|15|60|0|0|0|0|3|4|-1|0|17|10|3|30|2|2|0|0|0|0|17|4|-1|0|32|10|2|20|0|0|0|0|0|0|27|5|-1|0|31|10|2|20|0|0|0|0|0|0|28|5|-1|0|25|10|20|200|0|0|0|0|0|0|31|5|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0		1	6250|8200|12400|17800|24800|42400|64500|93000|148000|298000	第3進化後|體力、攻擊力、射程皆會獲得提升！		2		
3	3	可在稀有轉蛋中獲得	使用足夠的XP及貓薄荷可進化	50	70					0|1|10|20|20|39|120|50|50|0|0|1|4|-1|0|47|1|0|0|0|0|0|0|0|0|56|6|-1|0|20|10|16|70|0|0|0|0|0|0|20|5|-1|0|32|10|2|20|0|0|0|0|0|0|27|5|-1|0|31|10|2|20|0|0|0|0|0|0|28|5|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0		1	6250|8200|12400|17800|24800|42400|64500|93000|148000|298000	第3進化後體力與攻擊力上升！|使封印我方角色特殊效果的古代詛咒無效化！|善於攻擊古代種！		2		
3	3	可在稀有轉蛋中獲得	使用足夠的XP及貓薄荷可進化	50	70					0|15|10|2|20|0|0|0|0|0|0|49|5|-1|0|38|0|0|0|0|0|0|0|0|0|38|6|-1|0|32|10|2|20|0|0|0|0|0|0|27|5|-1|0|31|10|2|20|0|0|0|0|0|0|28|5|-1|0|25|10|20|200|0|0|0|0|0|0|31|5|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0		1	6250|8200|12400|17800|24800|42400|64500|93000|148000|298000	第3進化後體力與攻擊力上升！|並能夠破壞護盾，同時|使天使敵人動作變慢的時間增長！		2		
2	3	活動關卡「鐵子的部屋」中可獲得	活動關卡「絕・鐵子的部屋」取得後Lv20可進化	50	0								5000|8000|12200|17800|24800|33200|43000|54200|66800|80800			3	10|22|0|鐵子的部屋 - 進擊的鐵屑 超級難	
4	2	無法獲得	尚未開放	50	70						-1		5000|8000|12200|17800|24800|33200|43000|54200|66800|80800			2		
2	2	ドラゴンリーグX/A合作關卡可獲得	尚未開放	50	0								2000|3500|6200|9800|14300|19700|26000|33200|41300|50300			3	2|9|2|バースデープレゼント！ - 貓咪競技場	
1	2	ドラゴンリーグX/A合作可獲得	尚未開放	50	0								1500|2000|3200|4800|6800|9200|12000|15200|18800|22800			0		
4	3	稀有轉蛋活動「戰國武神巴薩拉斯」中可獲得	使用足夠的XP及貓薄荷可進化	60	70					0|40|0|0|0|0|0|0|0|0|0|40|9|-1|0|29|0|0|0|0|0|0|0|0|0|25|9|-1|0|18|10|16|70|0|0|0|0|0|0|18|8|-1|0|32|10|2|20|0|0|0|0|0|0|27|8|-1|0|31|10|2|20|0|0|0|0|0|0|28|8|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0		1	7800|9800|14800|21800|42500|64300|93200|118000|197400|513500	第3進化後體力、移動速度|攻擊速度皆會獲得提升！		2		
4	3	稀有轉蛋活動「電腦學園銀河美少女團」中可獲得	使用足夠的XP及貓薄荷可進化	60	70					0|3|10|40|40|39|120|0|0|0|0|3|7|-1|0|29|0|0|0|0|0|0|0|0|0|25|9|-1|0|32|10|2|20|0|0|0|0|0|0|27|8|-1|0|31|10|2|20|0|0|0|0|0|0|28|8|-1|0|27|10|1|10|0|0|0|0|0|0|29|8|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0		1	7800|9800|14800|21800|42500|64300|93200|118000|197400|513500	第3進化後攻擊力與|射程獲得提升！		2		
3	3	公主踢騎士Sweets合作轉蛋可獲得	使用足夠的XP及貓薄荷可進化	50	70								6250|8200|12400|17800|24800|42400|64500|93000|148000|298000	第3進化後體力與射程皆會獲得提升！|同時移動和攻擊速度也上升！		2		
4	3	公主踢騎士Sweets合作轉蛋可獲得	使用足夠的XP及貓薄荷可進化	60	70					0|13|0|5|5|0|0|0|0|0|0|52|9|-1|0|39|0|0|0|0|0|0|0|0|0|39|9|-1|0|14|0|0|0|0|0|0|0|0|0|14|9|-1|0|32|10|2|20|0|0|0|0|0|0|27|8|-1|0|31|10|2|20|0|0|0|0|0|0|28|8|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0		1	7800|9800|14800|21800|42500|64300|93200|118000|197400|513500	第3進化後|體力、攻擊速度、射程皆會獲得提升！|同時也更容易打飛鋼鐵敵人！		2		
1	2	可利用外部特典獲得（氣志團）	尚未開放	50	0								1500|2000|3200|4800|6800|9200|12000|15200|18800|22800			0		
1	2	可利用外部特典獲得（氣志團）	尚未開放	50	0								1500|2000|3200|4800|6800|9200|12000|15200|18800|22800			0		
1	2	可利用外部特典獲得（氣志團）	尚未開放	50	0								1500|2000|3200|4800|6800|9200|12000|15200|18800|22800			0		
1	2	可利用外部特典獲得（氣志團）	尚未開放	50	0								1500|2000|3200|4800|6800|9200|12000|15200|18800|22800			0		
1	2	可利用外部特典獲得（氣志團）	尚未開放	50	0								1500|2000|3200|4800|6800|9200|12000|15200|18800|22800			0		
2	2	氣志團合作關卡可獲得	尚未開放	50	0								1500|2100|2600|3200|4200|6000|9100|13500|18200|25200			3	2|10|5|バースデープレゼント！ - 超激突！氣志團！！	
4	3	稀有轉蛋活動「傳說的不明貓一族」中可獲得	使用足夠的XP及貓薄荷可進化	60	70					0|3|10|0|0|12|30|0|0|0|0|44|8|-1|0|11|10|28|100|0|0|0|0|0|0|11|7|-1|0|51|10|30|30|23|50|0|0|0|0|60|7|-1|0|32|10|2|20|0|0|0|0|0|0|27|8|-1|0|25|10|40|400|0|0|0|0|0|0|31|8|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0		1	7800|9800|14800|21800|42500|64300|93200|118000|197400|513500	第3進化後|射程大幅提升！		2		
4	3	稀有轉蛋活動「傳說的不明貓一族」中可獲得	使用足夠的XP及貓薄荷可進化	60	70					8|3|10|100|100|39|120|0|0|0|0|72|12|303|0|48|0|0|0|0|0|0|0|0|0|57|9|-1|0|54|10|5|50|0|0|0|0|0|0|66|8|-1|0|32|10|2|20|0|0|0|0|0|0|27|8|-1|0|31|10|2|20|0|0|0|0|0|0|28|8|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0		1	7800|9800|14800|21800|42500|64300|93200|118000|197400|513500	第3進化後失去打飛敵人的能力|但通常攻擊與發射波動時|必定能會心一擊		2		
4	3	稀有轉蛋活動「傳說的不明貓一族」中可獲得	使用足夠的XP及貓薄荷可進化	60	70					0|13|10|1|10|0|0|0|0|0|0|48|8|-1|0|44|0|0|0|0|0|0|0|0|0|53|9|-1|0|54|10|5|50|0|0|0|0|0|0|66|8|-1|0|32|10|2|20|0|0|0|0|0|0|27|8|-1|0|31|10|2|20|0|0|0|0|0|0|28|8|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0		1	7800|9800|14800|21800|42500|64300|93200|118000|197400|513500	第3進化後射程變長！|同時更容易發出會心一擊！		2		
4	3	稀有轉蛋活動「傳說的不明貓一族」中可獲得	使用足夠的XP及貓薄荷可進化	60	70								7800|9800|14800|21800|42500|64300|93200|118000|197400|513500	第3進化後取得能夠讓|敵人攻擊力下降的新能力！|還會使敵人動作停止的時間變長！		2		
1	3	通過傳奇故事「終焉宣告之夜」最終關卡可獲得	通過傳奇故事「古代研究所」最終關卡後使用足夠的XP及貓薄荷可進化	50	0								7800|9800|14800|21800|42500|64300|93200|118000|197400|513500	第3進化後整體能力強化！|同時還更容易將敵人的動作變慢|使封印我方角色特殊效果的古代詛咒無效化！		0	0|22|5|終焉宣告之夜 - 紅狐之聖者	
3	3	活下去！曼波魚！合作轉蛋可獲得	使用足夠的XP及貓薄荷可進化	50	70								6250|8200|12400|17800|24800|42400|64500|93000|148000|298000	第3進化後|再生產所花的時間將會縮短！		2		
4	3	活下去！曼波魚！合作轉蛋可獲得	使用足夠的XP及貓薄荷可進化	60	70					2559|51|10|17|80|30|30|0|0|0|0|90|12|309|0|65|10|28|100|5|5|2000|2000|2000|2000|89|7|-1|0|31|10|2|20|0|0|0|0|0|0|28|8|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0		1	7800|9800|14800|21800|42500|64300|93200|118000|197400|513500	第3進化後射程會上升！		2		
1	2	活下去！曼波魚！合作關卡可獲得	尚未開放	50	0								1500|2000|3200|4800|6800|9200|12000|15200|18800|22800			0	2|88|2|活下去！曼波魚！ - 壽命將至	
2	2	期間限定活動關卡「我們的情人節戰爭」中可獲得	使用足夠的XP及貓薄荷可進化	50	0								2000|3500|6200|9800|14300|19700|26000|33200|41300|50300			3	1|297|2|我們的情人節戰爭 - 七分鐘後戰爭結束	
4	4	稀有轉蛋活動「超破壞大帝 龍皇因佩拉斯」中可獲得	使用足夠的XP及貓薄荷可進化	60	70					0|10|10|50|50|5|50|0|0|0|0|10|7|-1|0|19|10|16|70|0|0|0|0|0|0|19|8|-1|0|18|10|16|70|0|0|0|0|0|0|18|8|-1|0|32|10|2|20|0|0|0|0|0|0|27|8|-1|0|31|10|2|20|0|0|0|0|0|0|28|8|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0		1	7800|9800|14800|21800|42500|64300|93200|118000|197400|513500	第3進化後整體能力強化|能夠破壞護盾，還必定能打飛|天使敵人並使之移動變慢！	體力與攻擊力上升且攻擊範圍也擴大！|必定能打飛異星戰士，|並取得使其動作變慢的能力！	2		
1	2	可利用外部特典獲得	尚未開放	50	0								1500|2000|3200|4800|6800|9200|12000|15200|18800|22800			0		
2	3	期間限定合作活動關卡「消滅都市～失落的世界～」中可獲得	期間限定合作活動關卡「開眼拓也與小雪」取得後Lv20可進化	50	0								2000|3500|6200|9800|14300|19700|26000|33200|41300|50300			3	3|5|47|未来篇 第3章 - 月球	
4	3	消滅都市合作轉蛋可獲得	使用足夠的XP及貓薄荷可進化	60	70					0|8|10|23|50|0|0|0|0|0|0|8|7|-1|0|52|10|5|50|0|0|0|0|0|0|64|8|-1|0|25|10|30|300|0|0|0|0|0|0|31|8|-1|0|32|10|2|20|0|0|0|0|0|0|27|8|-1|0|31|10|2|20|0|0|0|0|0|0|28|8|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0		1	7800|9800|14800|21800|42500|64300|93200|118000|197400|513500	第3進化後|射程與攻擊速度皆會獲得提升！|還能將敵人的攻擊力下降效果無效化！		2		
1	2	消滅都市合作關卡可獲得	尚未開放	50	0								1500|2000|3200|4800|6800|9200|12000|15200|18800|22800			0		
1	2	可利用外部特典獲得	尚未開放	50	0						-1		1500|2000|3200|4800|6800|9200|12000|15200|18800|22800			0		
2	3	「貓咪大戰爭3DS！」中可獲得	於開眼活動關卡Lv20可進化	50	0								2000|3500|6200|9800|14300|19700|26000|33200|41300|50300			3	1|65|7|貓咪大戰爭3DS！ - 但是最好玩的還是手遊版！	
1	2	Mr. Ninja!! Fever合作可獲得	尚未開放	50	20								1500|2000|3200|4800|6800|9200|12000|15200|18800|22800			0		
4	3	梅露可物語合作轉蛋可獲得	使用足夠的XP及貓薄荷可進化	60	70					0|2|10|40|40|9|90|0|0|0|0|2|7|-1|0|47|0|0|0|0|0|0|0|0|0|56|9|-1|0|10|10|67|67|5|50|0|0|0|0|10|7|-1|0|32|10|2|20|0|0|0|0|0|0|27|8|-1|0|31|10|2|20|0|0|0|0|0|0|28|8|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0		1	7800|9800|14800|21800|42500|64300|93200|118000|197400|513500	第3進化後|體力、移動速度與射程上升！|同時提升會心一擊率！		2		
4	2	梅露可物語合作轉蛋可獲得	尚未開放	60	70								7800|9800|14800|21800|42500|64300|93200|118000|197400|513500			2		
4	3	梅露可物語合作轉蛋可獲得	使用足夠的XP及貓薄荷可進化	60	70								7800|9800|14800|21800|42500|64300|93200|118000|197400|513500	第3進化後攻擊力降低|但是體力與攻擊速度都會上昇！再追加取得|有時候可使天使敵人的攻擊無效化能力！		2		
4	3	梅露可物語合作轉蛋可獲得	使用足夠的XP及貓薄荷可進化	60	70								7800|9800|14800|21800|42500|64300|93200|118000|197400|513500	第3進化後攻擊力上升！|同時必定能讓黑色敵人|與惡魔的動作變慢！		2		
3	2	梅露可物語合作轉蛋可獲得	尚未開放	50	70								6250|8200|12400|17800|24800|42400|64500|93000|148000|298000			2		
3	2	梅露可物語合作轉蛋可獲得	尚未開放	50	70								6250|8200|12400|17800|24800|42400|64500|93000|148000|298000			2		
1	3	梅露可物語登入獎章可獲得	期間限定合作活動關卡「開眼的推推來襲！」取得後Lv20可進化	50	0								1500|2000|3200|4800|6800|9200|12000|15200|18800|22800			0		
1	2	可利用外部特典獲得	尚未開放	50	0								50|100|3100|7100|12100|18100|25100|33100|42100|52100			0		
1	2	可利用外部特典獲得	尚未開放	50	0								50|100|3100|7100|12100|18100|25100|33100|42100|52100			0		
4	3	稀有轉蛋活動「逆襲的黑暗英雄」中可獲得	使用足夠的XP及貓薄荷可進化	60	70					0|2|10|40|40|39|120|0|0|0|0|2|7|-1|0|10|10|67|67|23|50|0|0|0|0|10|7|-1|0|11|10|28|100|0|0|0|0|0|0|11|7|-1|0|32|10|2|20|0|0|0|0|0|0|27|8|-1|0|31|10|2|20|0|0|0|0|0|0|28|8|-1|0|57|0|0|0|0|0|0|0|0|0|77|10|-1|1|56|10|10|100|1|1|1720|1720|1400|1400|68|12|-1|1|0|0|0|0|0|0|0|0|0|0|0|0|-1|0		2	7800|9800|14800|21800|42500|64300|93200|118000|197400|513500	第3進化後|善於攻擊異星戰士！		2		
4	3	稀有轉蛋活動「逆襲的黑暗英雄」中可獲得	使用足夠的XP及貓薄荷可進化	60	70					0|1|10|40|40|51|150|50|50|0|0|1|7|-1|0|8|10|12|30|0|0|0|0|0|0|8|7|-1|0|11|10|14|50|0|0|0|0|0|0|11|7|-1|0|32|10|2|20|0|0|0|0|0|0|27|8|-1|0|31|10|2|20|0|0|0|0|0|0|28|8|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0		1	7800|9800|14800|21800|42500|64300|93200|118000|197400|513500	第3進化後|可以給予異星戰士超大傷害、|並取得必定能讓他們動作變慢的能力！		2		
4	3	稀有轉蛋活動「逆襲的黑暗英雄」中可獲得	使用足夠的XP及貓薄荷可進化	60	70					0|51|10|30|30|24|60|0|0|0|0|60|7|-1|0|49|0|0|0|0|0|0|0|0|0|58|9|-1|0|45|0|0|0|0|0|0|0|0|0|54|9|-1|0|32|10|2|20|0|0|0|0|0|0|27|8|-1|0|31|10|2|20|0|0|0|0|0|0|28|8|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0		1	7800|9800|14800|21800|42500|64300|93200|118000|197400|513500	第3進化後|能給予異星戰士和古代種超大傷害|使封印我方角色特殊效果的古代詛咒無效化！		2		
2	3	可在稀有轉蛋中獲得	使用足夠的XP及貓薄荷可進化	50	80					0|1|10|30|30|39|120|30|30|0|0|1|1|-1|0|3|10|0|0|12|30|0|0|0|0|44|2|-1|0|19|10|16|70|0|0|0|0|0|0|19|2|-1|0|39|0|0|0|0|0|0|0|0|0|39|3|-1|0|32|10|2|20|0|0|0|0|0|0|27|2|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0		1	5000|8000|12200|17800|24800|33200|43000|54200|66800|80800	第3進化後|移動速度大幅上升！|體力與攻擊速度也獲得提升！		3		
2	3	可在稀有轉蛋中獲得	使用足夠的XP及貓薄荷可進化	50	80					0|19|10|16|70|0|0|0|0|0|0|19|2|-1|0|30|10|16|70|0|0|0|0|0|0|26|2|-1|0|48|0|0|0|0|0|0|0|0|0|57|3|-1|0|32|10|2|20|0|0|0|0|0|0|27|2|-1|0|31|10|2|20|0|0|0|0|0|0|28|2|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0		1	5000|8000|12200|17800|24800|33200|43000|54200|66800|80800	第3進化後體力與攻擊力上升！|攻擊速度減慢但同時必定能|讓敵人攻擊力下降！		3		
3	3	可在稀有轉蛋中獲得	使用足夠的XP及貓薄荷可進化	50	70					0|2|10|2|20|0|0|0|0|0|0|74|5|-1|0|49|1|0|0|0|0|0|0|0|0|58|6|-1|0|30|10|16|70|0|0|0|0|0|0|26|5|-1|0|32|10|2|20|0|0|0|0|0|0|27|5|-1|0|31|10|2|20|0|0|0|0|0|0|28|5|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0		1	6250|8200|12400|17800|24800|42400|64500|93000|148000|298000	第3進化後體力上升！|同時更容易使異星戰士瞬間動作停止|而且死前必定可以存活一次！		2		
3	2	期間限定稀有轉蛋活動中可獲得	尚未開放	20	0								7800|9800|14800|21800|42500|64300|93200|118000|197400|513500			2		
2	3	活動關卡「絕望異次元」中可獲得	活動關卡「絕・絕望異次元」取得後Lv20可進化	50	0								5000|8000|12200|17800|24800|33200|43000|54200|66800|80800			3	10|23|0|絕望異次元 - 進擊的黑洞 超級難	
1	2	可在期間限定活動轉蛋中獲得	尚未開放	50	20						110200		700|1300|2200|3400|4900|6700|8800|11200|13900|16900			0	1|67|0|小籠包★Q彈來襲 - 秘傳的美味	
4	3	稀有轉蛋活動「超古代勇者 超級靈魂勇者」中可獲得	使用足夠的XP及貓薄荷可進化	60	70					0|20|10|16|70|0|0|0|0|0|0|20|8|-1|0|32|10|2|20|0|0|0|0|0|0|27|8|-1|0|31|10|2|20|0|0|0|0|0|0|28|8|-1|0|25|10|40|400|0|0|0|0|0|0|31|8|-1|0|26|10|20|200|0|0|0|0|0|0|32|8|-1|0|29|0|0|0|0|0|0|0|0|0|25|10|-1|1|10|10|50|50|5|50|0|0|0|0|10|12|-1|1|3|10|40|40|41|140|0|0|0|0|3|12|-1|1		2	7800|9800|14800|21800|42500|64300|93200|118000|197400|513500	第3進化後|移動速度上升！同時變得|善於攻擊天使敵人與異星戰士！		2		
1	2	魔物獵人大狩獵活動轉蛋中可獲得（活動轉蛋，非稀有轉蛋）	尚未開放	50	0								400|700|1100|1700|2400|3200|4200|5400|6700|8200			0		
1	2	魔物獵人大狩獵活動轉蛋中可獲得（活動轉蛋，非稀有轉蛋）	尚未開放	50	10								4375|5740|8680|12460|17360|29680|45150|65100|103600|208600			0		
1	2	魔物獵人大狩獵活動轉蛋中可獲得（活動轉蛋，非稀有轉蛋）	尚未開放	50	10								5460|6860|10360|15260|29750|45010|65240|82600|138180|359450			0		
1	2	魔物獵人大狩獵活動轉蛋中可獲得（活動轉蛋，非稀有轉蛋）	尚未開放	50	10								5460|6860|10360|15260|29750|45010|65240|82600|138180|359450			0		
1	2	魔物獵人大狩獵活動轉蛋中可獲得（活動轉蛋，非稀有轉蛋）	尚未開放	50	10								4375|5740|8680|12460|17360|29680|45150|65100|103600|208600			0		
1	3	招福轉蛋可獲得	於開眼活動關卡「開眼小小貓來襲！」取得後Lv20可進化	50	60					0|13|0|10|10|0|0|0|0|0|0|52|6|-1|0|48|0|0|0|0|0|0|0|0|0|57|6|-1|0|46|0|0|0|0|0|0|0|0|0|55|6|-1|0|32|10|2|20|0|0|0|0|0|0|27|5|-1|0|31|10|2|20|0|0|0|0|0|0|28|5|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0		1	140|280|490|770|1120|1540|2030|2590|3220|3920			0		
